ct_dropoff,n_pooled,shared_ride_ids,avg_trip_distance,avg_fare_amount,avg_trip_time_in_secs,total_passengers,n_shared_rides,pooled_fraction,period_id
1014801,2,"[[1246099, 1995446], [1242126, 1237234]]",3.5,14.25,891.0,4,4,0.004347826086956522,1_42_
1014802,1,"[[1012522, 2007203]]",0.8400000000000001,6.5,440.0,5,2,0.002173913043478261,1_42_
1014900,2,"[[956008, 1250114], [1975102, 977951, 950534]]",1.3133333333333335,7.0,426.25,6,5,0.004347826086956522,1_42_
1015002,2,"[[940280, 941647, 941677], [1255966, 1975052]]",2.425,10.375,619.5,11,5,0.004347826086956522,1_42_
1015102,2,"[[1253428, 1012883], [944638, 1245162]]",2.6025,11.75,827.5,6,4,0.004347826086956522,1_42_
1015301,2,"[[2092285, 1256290], [944417, 1002189]]",1.1524999999999999,6.375,373.0,11,4,0.004347826086956522,1_42_
1015302,4,"[[1000468, 978257], [941386, 1238238], [1262796, 950044], [977503, 1255967]]",1.4375,7.5625,453.5,19,8,0.008695652173913044,1_42_
1015401,2,"[[953044, 964566, 1251642], [1250090, 1246504]]",3.1566666666666667,12.75,838.75,5,5,0.004347826086956522,1_42_
1015403,1,"[[976987, 994270]]",0.9950000000000001,5.75,300.0,6,2,0.002173913043478261,1_42_
1015502,2,"[[924742, 931739], [934746, 1250642]]",0.8125,5.5,309.75,8,4,0.004347826086956522,1_42_
1015601,1,"[[1945448, 934982]]",0.9950000000000001,5.5,214.0,2,2,0.002173913043478261,1_42_
1015700,3,"[[935880, 957360], [971183, 946121], [943023, 955055, 977985]]",2.417777777777778,10.0,610.0,11,7,0.006521739130434782,1_42_
1015801,1,"[[1238323, 1012809]]",1.85,9.25,560.0,2,2,0.002173913043478261,1_42_
1015900,1,"[[1008358, 1250530]]",3.12,12.25,723.0,4,2,0.002173913043478261,1_42_
1016001,1,"[[938179, 1250529]]",4.005,14.75,946.5,2,2,0.002173913043478261,1_42_
1016100,2,"[[1254466, 1978906], [1240958, 934735]]",2.1450000000000005,9.125,542.0,5,4,0.004347826086956522,1_42_
1016300,2,"[[1271520, 1260289], [1973784, 1249780]]",2.9749999999999996,12.375,811.5,4,4,0.004347826086956522,1_42_
1016500,3,"[[2092463, 1237100], [2093106, 941587], [1241611, 2007420]]",1.945,8.5,491.8333333333333,6,6,0.006521739130434782,1_42_
1016700,1,"[[945509, 1002140]]",1.505,7.5,450.0,2,2,0.002173913043478261,1_42_
1016800,1,"[[978586, 994558]]",2.325,9.25,510.0,8,2,0.002173913043478261,1_42_
1017100,4,"[[925715, 1236928], [1257616, 1245775], [1974134, 1262360], [993878, 941645]]",2.1925,9.5625,557.25,9,8,0.008695652173913044,1_42_
1017300,1,"[[1009325, 1007895]]",2.08,10.0,630.0,6,2,0.002173913043478261,1_42_
1017500,1,"[[941595, 956015]]",1.5550000000000002,8.5,540.0,2,2,0.002173913043478261,1_42_
1017900,3,"[[962493, 1260319], [965308, 965305], [940170, 1257995]]",1.5050000000000001,7.5,378.8333333333333,8,6,0.006521739130434782,1_42_
1018100,1,"[[1970250, 955830, 945479]]",1.8566666666666667,9.0,561.0,4,3,0.002173913043478261,1_42_
1018300,1,"[[941427, 948884]]",0.9750000000000001,5.5,240.0,3,2,0.002173913043478261,1_42_
1019100,1,"[[1241341, 1241851]]",0.95,5.5,251.5,2,2,0.002173913043478261,1_42_
1019500,1,"[[945728, 1955888]]",3.635,14.0,877.0,2,2,0.002173913043478261,1_42_
1031703,1,"[[941126, 946045]]",1.78,8.0,420.0,6,2,0.002173913043478261,1_42_
1031704,1,"[[2006952, 929459]]",0.915,5.5,235.5,2,2,0.002173913043478261,1_42_
1000700,1,"[[2074767, 1264412]]",1.65,7.25,434.0,2,2,0.0023148148148148147,1_43_
1001300,2,"[[960071, 958861], [952900, 962036]]",3.8175,16.375,1260.0,9,4,0.004629629629629629,1_43_
1001502,1,"[[1249032, 1260392]]",1.7,8.25,544.0,3,2,0.0023148148148148147,1_43_
1001800,1,"[[961214, 1249444]]",1.135,6.25,397.0,6,2,0.0023148148148148147,1_43_
1002100,3,"[[1264321, 983231], [2075546, 1254804], [956029, 949085]]",2.225,9.75,626.8333333333334,13,6,0.006944444444444444,1_43_
1002400,1,"[[1249177, 1265155]]",1.1,6.75,421.0,3,2,0.0023148148148148147,1_43_
1003001,1,"[[967008, 1263705]]",1.805,9.25,643.5,7,2,0.0023148148148148147,1_43_
1003002,2,"[[1243605, 987733], [951111, 960242]]",1.7200000000000002,8.375,527.0,4,4,0.004629629629629629,1_43_
1003200,1,"[[1254500, 2033229]]",1.3,8.0,551.0,2,2,0.0023148148148148147,1_43_
1003300,4,"[[989964, 997072], [988736, 1261169], [1255311, 978179], [1244663, 953628]]",2.3625,10.3125,661.625,15,8,0.009259259259259259,1_43_
1003400,2,"[[997341, 984993], [951084, 952990]]",1.69,8.0,480.0,11,4,0.004629629629629629,1_43_
1003602,3,"[[960971, 1240948], [1264541, 1255176], [2080230, 989957]]",2.0866666666666664,9.75,645.3333333333334,7,6,0.006944444444444444,1_43_
1003700,5,"[[953362, 984799], [949544, 950551], [1983338, 2043756], [960167, 1236415], [954066, 1248848]]",1.7150000000000003,8.07,486.2,11,10,0.011574074074074073,1_43_
1003800,1,"[[1250350, 931924]]",1.26,6.5,375.0,2,2,0.0023148148148148147,1_43_
1003900,2,"[[1236357, 960985], [1254898, 959111]]",3.48,14.125,900.5,8,4,0.004629629629629629,1_43_
1004002,1,"[[1252766, 978736]]",2.29,9.25,509.0,2,2,0.0023148148148148147,1_43_
1004100,1,"[[1240493, 1984108]]",3.3,14.0,1033.0,4,2,0.0023148148148148147,1_43_
1004200,7,"[[1263570, 1263084, 1263317], [944595, 2033812], [1249816, 1008524], [1252754, 1241025], [949154, 955160, 1235690], [1983415, 1249350], [1264253, 1979222]]",1.650952380952381,8.285714285714286,537.7857142857143,28,16,0.016203703703703703,1_43_
1004300,2,"[[948415, 959948], [1267893, 949439]]",1.09,6.125,321.0,5,4,0.004629629629629629,1_43_
1004400,1,"[[1255015, 950888]]",1.245,7.5,540.0,3,2,0.0023148148148148147,1_43_
1004700,1,"[[1978317, 1262465]]",2.1,10.0,724.5,2,2,0.0023148148148148147,1_43_
1004800,4,"[[1251901, 984597], [1250714, 1983553], [960670, 1251972], [965651, 2059521]]",2.1325000000000003,10.125,692.875,17,8,0.009259259259259259,1_43_
1004900,2,"[[2034232, 953997], [1267896, 1262539]]",1.2,7.375,481.5,5,4,0.004629629629629629,1_43_
1005000,3,"[[978224, 1244177], [948158, 959884, 959876], [1008549, 1252132]]",1.485,7.027777777777778,380.0,12,7,0.006944444444444444,1_43_
1005200,5,"[[984669, 1250187], [949178, 964529], [988896, 960582, 1250388], [984506, 1987442], [1255167, 1018448]]",1.7100000000000002,8.0,455.9666666666667,15,11,0.011574074074074073,1_43_
1005502,1,"[[1018750, 937282]]",0.8899999999999999,5.25,270.0,3,2,0.0023148148148148147,1_43_
1005600,4,"[[960708, 946415], [1979124, 1265203], [951947, 1250762, 953846], [1978633, 1017657]]",1.5304166666666668,7.479166666666667,448.9583333333333,19,9,0.009259259259259259,1_43_
1005700,1,"[[968777, 1262687]]",1.7599999999999998,9.25,689.5,5,2,0.0023148148148148147,1_43_
1005800,3,"[[1992162, 941356], [959975, 949378], [1253749, 953272]]",1.6016666666666668,7.75,494.0,11,6,0.006944444444444444,1_43_
1005900,1,"[[956333, 960861]]",1.795,8.0,480.0,3,2,0.0023148148148148147,1_43_
1006000,1,"[[953352, 959606, 1248809]]",1.02,6.166666666666667,342.0,3,3,0.0023148148148148147,1_43_
1006100,2,"[[1008476, 956714, 953484], [953197, 968312]]",1.9675000000000002,9.041666666666666,590.0,10,5,0.004629629629629629,1_43_
1006200,1,"[[1982548, 954909]]",1.015,5.75,274.5,2,2,0.0023148148148148147,1_43_
1006300,4,"[[948750, 1258387], [1261472, 1266005], [960837, 946878], [989227, 1249556]]",1.96125,9.0625,605.75,19,8,0.009259259259259259,1_43_
1006400,3,"[[1258457, 944319], [1251719, 1252059], [1258461, 942689]]",1.595,8.0,520.1666666666666,17,6,0.006944444444444444,1_43_
1006500,5,"[[959925, 1236411], [1262042, 966398], [965855, 1969140], [960435, 984199], [2075236, 1992195, 984510]]",1.432,8.016666666666667,550.2333333333333,31,11,0.011574074074074073,1_43_
1006600,4,"[[1264540, 2043743], [1980244, 948758], [1252375, 1261951], [943893, 975695, 2042405]]",1.4733333333333332,7.6875,472.79166666666663,14,9,0.009259259259259259,1_43_
1006700,2,"[[1240431, 960296], [1249673, 941294]]",2.2225,10.5,762.75,13,4,0.004629629629629629,1_43_
1006800,8,"[[1248843, 1978725], [966012, 1261358], [938379, 964272], [956669, 960697], [937494, 951934], [942291, 1249958, 1254648], [1984074, 952665], [951945, 1978165]]",1.5797916666666667,7.927083333333333,496.625,27,17,0.018518518518518517,1_43_
1007002,1,"[[951091, 1249427]]",2.6399999999999997,14.0,1160.5,2,2,0.0023148148148148147,1_43_
1007100,6,"[[960975, 1251520], [949432, 943393], [955296, 980479], [949145, 937488], [943391, 938150], [1984070, 955852]]",1.4316666666666666,7.625,490.6666666666667,24,12,0.013888888888888888,1_43_
1007200,6,"[[1240703, 988114], [948378, 1008369], [1251455, 1982851], [946799, 972451], [945417, 1245167], [966296, 956072, 944280]]",1.7686111111111111,8.527777777777777,555.25,25,13,0.013888888888888888,1_43_
1007300,5,"[[935579, 962043], [965478, 940732, 959460], [983228, 1243771], [1254853, 960177, 1019585], [960401, 953195]]",1.4793333333333334,7.5166666666666675,461.8666666666667,29,12,0.011574074074074073,1_43_
1007400,3,"[[966112, 1266541], [1982697, 1253374], [1988254, 979420]]",1.925,9.0,571.1666666666666,11,6,0.006944444444444444,1_43_
1007500,2,"[[989394, 1251723], [1250193, 1254134]]",2.5300000000000002,11.375,786.0,4,4,0.004629629629629629,1_43_
1007600,6,"[[2042234, 961165], [1019592, 1249180], [1251408, 1241423, 940590], [1260949, 1241895], [1240897, 979482], [1978607, 964081]]",1.8705555555555557,9.055555555555555,587.5555555555555,20,13,0.013888888888888888,1_43_
1007700,3,"[[953045, 1262537], [1263702, 2034217], [947019, 984104, 940534]]",1.9544444444444444,9.555555555555555,647.3333333333334,11,7,0.006944444444444444,1_43_
1007800,4,"[[1258196, 1248872], [933791, 948525], [952979, 2034214, 1240417], [959953, 943531]]",1.1825,6.583333333333333,382.0,12,9,0.009259259259259259,1_43_
1007900,6,"[[978409, 1242887], [2075063, 1993492], [1242939, 1250577], [960726, 1979129], [957775, 950673], [949617, 2043112]]",2.1825,10.125,657.5,19,12,0.013888888888888888,1_43_
1008000,7,"[[2075168, 1255118], [961223, 975849], [978303, 938825], [983946, 1241592], [984396, 940155], [948806, 2033798], [955277, 955786]]",1.8892857142857142,8.785714285714286,543.1428571428571,31,14,0.016203703703703703,1_43_
1008100,1,"[[938519, 960427]]",1.4100000000000001,8.25,600.0,7,2,0.0023148148148148147,1_43_
1008200,8,"[[1265964, 1991949], [1262731, 1990731], [940560, 2075250], [2075134, 1251417], [1978661, 2075035], [936264, 1978862], [949157, 1250128], [966632, 1244322]]",1.4681250000000001,7.4375,458.1875,32,16,0.018518518518518517,1_43_
1008300,4,"[[1241028, 1251829], [1249406, 931701], [1262305, 1250323], [938325, 1261652, 1984031]]",1.5045833333333334,7.75,499.45833333333337,15,9,0.009259259259259259,1_43_
1008400,3,"[[1983329, 960580], [960585, 955287], [945422, 954074]]",1.1666666666666667,6.416666666666667,366.8333333333333,13,6,0.006944444444444444,1_43_
1008601,1,"[[2043153, 968711]]",0.9299999999999999,5.5,307.0,3,2,0.0023148148148148147,1_43_
1008603,2,"[[948358, 1979203], [960663, 1978575]]",1.2775,6.25,311.25,5,4,0.004629629629629629,1_43_
1008700,3,"[[1254407, 943104], [2080408, 953487], [952954, 1254858]]",1.3883333333333334,7.666666666666667,505.8333333333333,16,6,0.006944444444444444,1_43_
1008800,5,"[[960174, 1254391], [956319, 1243600], [960168, 938055, 953354], [1265415, 1262116], [1978620, 1982852]]",1.5,7.483333333333334,449.9,19,11,0.011574074074074073,1_43_
1008900,3,"[[984191, 2075141], [961316, 1240891], [954107, 959545]]",1.45,7.5,473.6666666666667,10,6,0.006944444444444444,1_43_
1009000,2,"[[1982601, 2042341], [966113, 1983551]]",1.3925,7.375,475.75,8,4,0.004629629629629629,1_43_
1009100,3,"[[1248873, 1235798], [942980, 952204, 1267969], [997108, 1240669]]",1.9211111111111112,9.11111111111111,597.2777777777777,9,7,0.006944444444444444,1_43_
1009200,6,"[[985437, 940990], [978335, 940551], [951800, 938149], [1978190, 2042589, 978900], [943129, 1978861], [1982708, 1008668]]",1.4519444444444447,7.1805555555555545,416.5277777777778,25,13,0.013888888888888888,1_43_
1009300,1,"[[984991, 940538]]",2.135,9.25,600.0,2,2,0.0023148148148148147,1_43_
1009400,4,"[[953242, 960392], [2075004, 951505], [1261684, 2075984], [2074838, 1263571]]",0.8075,5.25,266.0,20,8,0.009259259259259259,1_43_
1009500,4,"[[1254685, 964830], [952975, 951612], [1249064, 1235815], [948284, 966650]]",1.28,6.5,366.875,10,8,0.009259259259259259,1_43_
1009600,2,"[[1241655, 937531], [953112, 949016]]",1.5125000000000002,7.625,465.5,11,4,0.004629629629629629,1_43_
1009800,3,"[[2042410, 1034015], [1978278, 966615], [1251415, 989533]]",1.8549999999999998,8.583333333333334,527.8333333333334,10,6,0.006944444444444444,1_43_
1009901,2,"[[2075631, 941502], [1243024, 1255236, 1242850]]",1.5791666666666666,7.5,435.16666666666663,7,5,0.004629629629629629,1_43_
1009903,2,"[[952768, 1993419], [1241833, 937308]]",0.7275,5.0,239.0,4,4,0.004629629629629629,1_43_
1010000,4,"[[1244435, 979973], [1248860, 984146], [962169, 1984138], [960768, 984460]]",1.8650000000000002,8.6875,558.625,14,8,0.009259259259259259,1_43_
1010100,10,"[[1008748, 966165], [942527, 2042394], [1262170, 1008821], [2033011, 1968604, 1258420], [1236304, 940987], [1009751, 937499], [2034228, 1978858], [960184, 952769], [960188, 1250288], [1008007, 1244169]]",1.4188333333333332,7.6083333333333325,490.3,37,21,0.023148148148148147,1_43_
1010300,2,"[[1241121, 1252374], [978624, 1250490]]",1.605,8.625,621.0,9,4,0.004629629629629629,1_43_
1010400,5,"[[968451, 1978503], [965473, 943710, 948912], [942813, 1982652], [1978441, 2034261], [965351, 942600]]",0.9686666666666668,5.85,334.6,23,11,0.011574074074074073,1_43_
1010601,1,"[[959530, 1983229]]",1.78,10.5,793.0,8,2,0.0023148148148148147,1_43_
1010801,3,"[[943122, 960940], [1008713, 948821], [989982, 940506]]",1.4216666666666669,7.666666666666667,470.0,21,6,0.006944444444444444,1_43_
1010802,2,"[[1245519, 943577], [1244908, 1243577, 964250]]",1.2658333333333334,6.75,483.41666666666663,6,5,0.004629629629629629,1_43_
1010803,2,"[[2043026, 953490], [1019610, 951486]]",1.6475,7.5,405.5,9,4,0.004629629629629629,1_43_
1010900,4,"[[987814, 1240410], [1978509, 950799], [966630, 949097], [1983562, 1244437]]",1.2875,8.5,604.5,11,8,0.009259259259259259,1_43_
1011000,2,"[[945639, 1983244], [1968448, 1978314]]",1.3925,7.375,472.0,7,4,0.004629629629629629,1_43_
1011100,2,"[[988538, 1253892], [2075621, 1984142]]",2.8724999999999996,12.625,873.75,5,4,0.004629629629629629,1_43_
1011201,3,"[[975938, 1243231], [952635, 931769], [978850, 962165]]",1.3966666666666667,7.333333333333333,447.8333333333333,11,6,0.006944444444444444,1_43_
1011202,2,"[[951472, 1248798], [1250495, 2075229]]",0.8625,5.75,310.0,8,4,0.004629629629629629,1_43_
1011203,1,"[[2075504, 1978577]]",1.5,8.25,566.0,2,2,0.0023148148148148147,1_43_
1011300,4,"[[1251412, 941751], [2043624, 971130, 941246], [1978537, 946993], [949204, 1236747]]",1.4795833333333333,8.625,662.75,16,9,0.009259259259259259,1_43_
1011401,1,"[[1984075, 1255117]]",1.15,7.25,492.0,3,2,0.0023148148148148147,1_43_
1011402,3,"[[941764, 963345], [939900, 960421], [942650, 989401]]",0.815,5.416666666666667,310.0,15,6,0.006944444444444444,1_43_
1011500,5,"[[1983324, 1253722], [1987525, 941664, 1984091], [2059655, 1008593], [1254700, 951453], [948813, 944314]]",1.4936666666666667,8.316666666666666,582.6333333333333,16,11,0.011574074074074073,1_43_
1011600,1,"[[1255175, 1978679]]",0.7,5.0,257.5,4,2,0.0023148148148148147,1_43_
1011700,1,"[[1979219, 978953]]",2.59,10.75,691.5,2,2,0.0023148148148148147,1_43_
1011800,6,"[[952523, 950061], [1236209, 2075620], [1262206, 1983157], [1272201, 1261984], [1243236, 960800], [1991490, 1261389]]",1.8616666666666666,9.125,595.4166666666666,26,12,0.013888888888888888,1_43_
1011900,4,"[[1007796, 1982557], [1978765, 953422], [1236745, 962063], [1984035, 1253258]]",2.35625,11.0,755.25,18,8,0.009259259259259259,1_43_
1012000,5,"[[997714, 1999635], [987936, 960727], [2043616, 2042204, 959312], [942982, 952352, 2034413], [938449, 951035]]",1.3299999999999998,7.083333333333333,423.4333333333333,23,12,0.011574074074074073,1_43_
1012101,3,"[[1261912, 1262043], [1254458, 1978668], [1256076, 1983413]]",1.3499999999999999,7.5,471.6666666666667,8,6,0.006944444444444444,1_43_
1012102,4,"[[960253, 1253742], [1988361, 940674], [1984878, 950241], [1248870, 2042556]]",1.60875,8.125,538.25,15,8,0.009259259259259259,1_43_
1012200,2,"[[1261515, 1252373], [1249828, 954007]]",3.5575,13.875,950.25,5,4,0.004629629629629629,1_43_
1012400,6,"[[961093, 1248851], [965850, 948291], [2042423, 2042519], [997065, 941252], [2075516, 1983561], [952648, 948614]]",1.7566666666666668,8.166666666666666,506.9166666666667,27,12,0.013888888888888888,1_43_
1012500,1,"[[1008555, 946170]]",1.4849999999999999,6.75,390.0,7,2,0.0023148148148148147,1_43_
1012601,2,"[[1969139, 968589], [949029, 955295]]",1.1125,6.25,350.75,13,4,0.004629629629629629,1_43_
1012602,1,"[[1249490, 1254651]]",2.3,11.0,766.0,4,2,0.0023148148148148147,1_43_
1012700,3,"[[1248802, 948154], [1254467, 956063], [984147, 1240533]]",1.635,10.166666666666666,797.3333333333334,8,6,0.006944444444444444,1_43_
1012800,6,"[[946449, 1241872, 1249552], [946379, 988723], [933856, 1254667], [937542, 1979111], [1978521, 1968440], [1249025, 944050, 1249970]]",2.616388888888889,11.152777777777779,746.7777777777778,23,14,0.013888888888888888,1_43_
1012901,1,"[[1251384, 952522]]",1.6600000000000001,9.0,655.5,2,2,0.0023148148148148147,1_43_
1013000,5,"[[1240660, 1980226], [1258405, 949037], [960183, 942692], [953038, 1987730], [980025, 966389]]",1.19,6.45,342.9,10,10,0.011574074074074073,1_43_
1013100,9,"[[1264578, 1983792], [1248876, 940576], [940960, 960703], [967048, 935762], [959457, 951465], [1978905, 950802], [956734, 1986949], [983969, 2075240], [1979060, 1986952]]",1.9272222222222222,9.527777777777779,673.7777777777778,39,18,0.020833333333333332,1_43_
1013202,2,"[[960756, 1978568], [2075606, 945633]]",2.3249999999999997,10.125,637.25,7,4,0.004629629629629629,1_43_
1013203,1,"[[937584, 1991993, 988173]]",2.3733333333333335,10.666666666666666,701.3333333333334,9,3,0.0023148148148148147,1_43_
1013300,1,"[[1991824, 989235]]",1.69,8.25,557.0,2,2,0.0023148148148148147,1_43_
1013400,5,"[[987737, 1248945], [1261390, 1262041], [959761, 1008525], [1982658, 966000], [1250149, 952502]]",1.6260000000000001,7.95,486.6,13,10,0.011574074074074073,1_43_
1013501,1,"[[1263019, 1264485]]",1.2000000000000002,7.25,493.5,2,2,0.0023148148148148147,1_43_
1013502,1,"[[987872, 941357]]",3.665,15.5,1110.0,3,2,0.0023148148148148147,1_43_
1013601,1,"[[1969357, 949215]]",0.93,5.75,293.0,3,2,0.0023148148148148147,1_43_
1013602,4,"[[1240527, 1982942], [1245256, 1253377], [1243852, 1984135, 1249302], [2079791, 1265204]]",2.208333333333333,9.666666666666666,583.375,12,9,0.009259259259259259,1_43_
1013604,1,"[[978346, 1978795]]",2.67,10.75,648.0,2,2,0.0023148148148148147,1_43_
1013700,8,"[[1986970, 1260773], [987845, 988899], [2075507, 2081426], [1249880, 946892], [959105, 1982946, 940484], [975709, 1007228], [2075990, 2079874, 1261986], [949141, 949146]]",1.8860416666666666,9.427083333333334,641.875,24,18,0.018518518518518517,1_43_
1013800,3,"[[1968787, 1978988], [1978279, 936871], [938026, 938140]]",1.0233333333333334,5.75,289.8333333333333,8,6,0.006944444444444444,1_43_
1013900,1,"[[2034700, 949453]]",1.505,9.25,663.5,3,2,0.0023148148148148147,1_43_
1014000,2,"[[1249716, 1263226], [943150, 938058, 2075010]]",2.171666666666667,9.291666666666666,554.9166666666666,5,5,0.004629629629629629,1_43_
1014200,4,"[[1250591, 1988369], [948883, 2042578], [937986, 2042630, 953324], [1007387, 1264544]]",1.46125,7.333333333333333,399.7083333333333,15,9,0.009259259259259259,1_43_
1014300,3,"[[964354, 1249831], [1024568, 968221, 1249718], [1254686, 1979202]]",2.0716666666666668,9.5,573.2222222222223,14,7,0.006944444444444444,1_43_
1014401,2,"[[1983342, 1979105], [2074931, 966633]]",3.0999999999999996,12.625,825.25,11,4,0.004629629629629629,1_43_
1014500,3,"[[978730, 966647], [1982930, 960301], [939902, 954893]]",2.0566666666666666,9.333333333333334,597.1666666666666,11,6,0.006944444444444444,1_43_
1014601,3,"[[954664, 954550], [1240418, 2033271, 959589], [966661, 1235801]]",3.1661111111111118,12.583333333333334,804.0555555555555,9,7,0.006944444444444444,1_43_
1014602,5,"[[935077, 979084], [1264343, 1261645], [2075125, 945026], [959916, 953765], [948145, 953170]]",2.6710000000000003,11.25,722.0,28,10,0.011574074074074073,1_43_
1014801,2,"[[1254510, 952815], [960216, 1264537]]",1.665,8.375,497.25,8,4,0.004629629629629629,1_43_
1014802,2,"[[978304, 1240700, 2075627], [943384, 937845]]",2.9858333333333333,11.583333333333332,708.6666666666667,6,5,0.004629629629629629,1_43_
1014900,2,"[[1250582, 1266517], [2080204, 1980243]]",1.95,9.125,557.0,6,4,0.004629629629629629,1_43_
1015102,1,"[[1255120, 1248858]]",1.2999999999999998,6.75,402.0,3,2,0.0023148148148148147,1_43_
1015200,1,"[[945882, 2032992]]",0.565,4.25,154.5,3,2,0.0023148148148148147,1_43_
1015302,1,"[[2042249, 956983]]",1.3,7.25,406.0,7,2,0.0023148148148148147,1_43_
1015403,2,"[[1235832, 955819], [980982, 938909]]",2.6275,10.75,685.25,7,4,0.004629629629629629,1_43_
1015501,2,"[[2042570, 966605], [2075144, 937491]]",1.1225,7.0,435.0,4,4,0.004629629629629629,1_43_
1015502,2,"[[1240624, 1979142], [1987585, 1241419, 1983442]]",2.1833333333333336,11.25,821.1666666666667,8,5,0.004629629629629629,1_43_
1015601,1,"[[1240704, 1240895]]",2.2,10.0,596.5,3,2,0.0023148148148148147,1_43_
1015700,4,"[[1017666, 936567], [1250571, 952750], [999998, 1988291], [961204, 1252274]]",2.21625,10.125,658.375,12,8,0.009259259259259259,1_43_
1015801,2,"[[948505, 937550], [966594, 1007220]]",3.0,11.75,765.0,13,4,0.004629629629629629,1_43_
1015802,2,"[[984578, 1252354], [1254401, 952805]]",2.7125,11.375,728.75,4,4,0.004629629629629629,1_43_
1015900,2,"[[959987, 1258458], [955640, 959560]]",2.3025,10.5,703.25,6,4,0.004629629629629629,1_43_
1016001,2,"[[2042230, 1267900, 1008818], [1302643, 1245537]]",2.1566666666666667,8.916666666666666,489.41666666666663,7,5,0.004629629629629629,1_43_
1016002,1,"[[1983663, 1254066]]",3.1,12.75,822.5,4,2,0.0023148148148148147,1_43_
1016100,1,"[[1262372, 1007773]]",1.445,7.5,459.5,2,2,0.0023148148148148147,1_43_
1016300,2,"[[2042417, 2043744], [2033378, 938439]]",1.5625,7.625,442.75,4,4,0.004629629629629629,1_43_
1016400,1,"[[938298, 2032869]]",2.0549999999999997,12.0,891.5,2,2,0.0023148148148148147,1_43_
1016500,2,"[[943134, 966612], [1241847, 1251974]]",2.7125000000000004,10.875,655.75,9,4,0.004629629629629629,1_43_
1016700,1,"[[948084, 943712]]",1.7650000000000001,8.25,510.0,7,2,0.0023148148148148147,1_43_
1016900,2,"[[1254699, 1254669], [1261517, 1249114, 1982525]]",2.9416666666666664,12.625,791.9166666666666,5,5,0.004629629629629629,1_43_
1017100,2,"[[1263254, 937547], [1984203, 1984094]]",3.375,13.0,826.75,8,4,0.004629629629629629,1_43_
1017500,4,"[[960170, 950897], [2042118, 964709, 2075135], [959585, 953677], [965844, 1980232]]",2.0324999999999998,9.020833333333334,548.125,24,9,0.009259259259259259,1_43_
1017900,2,"[[949678, 1254018], [953374, 1978294]]",1.75,8.25,487.0,5,4,0.004629629629629629,1_43_
1018100,1,"[[2033369, 1019555]]",0.975,5.0,201.5,2,2,0.0023148148148148147,1_43_
1018300,2,"[[1978444, 963081], [941249, 2075508]]",1.175,5.75,269.0,7,4,0.004629629629629629,1_43_
1019100,2,"[[942005, 1254410], [960944, 937306]]",2.2025,9.625,562.25,9,4,0.004629629629629629,1_43_
1019900,1,"[[1264861, 984808]]",4.595,16.25,1004.0,2,2,0.0023148148148148147,1_43_
1020701,1,"[[1986972, 966602]]",3.87,14.0,836.5,2,2,0.0023148148148148147,1_43_
1020901,1,"[[950752, 959879]]",1.2000000000000002,6.75,330.0,3,2,0.0023148148148148147,1_43_
1031703,4,"[[2075334, 954002], [953267, 1250660], [1249031, 943141, 1262203], [944554, 2042774]]",2.9254166666666666,13.1875,916.9166666666667,14,9,0.009259259259259259,1_43_
1031704,2,"[[1251969, 1008595], [1263026, 942767]]",0.9225000000000001,5.625,292.5,5,4,0.004629629629629629,1_43_
1000700,5,"[[1991920, 957717], [1247543, 1247537], [2076132, 938679], [957977, 1248030], [1036097, 977927]]",3.853,15.65,1070.6,21,10,0.012106537530266344,1_44_
1001501,2,"[[1967302, 1248148], [957406, 971039]]",1.17,6.625,392.0,5,4,0.004842615012106538,1_44_
1001502,1,"[[954235, 2075615]]",4.005,15.25,896.0,5,2,0.002421307506053269,1_44_
1001800,2,"[[1251026, 1991882], [2079798, 961815]]",1.7000000000000002,9.75,693.75,4,4,0.004842615012106538,1_44_
1002100,4,"[[962125, 1992380], [969456, 1254203], [1271296, 989241], [1247228, 1274585]]",1.815,9.0625,586.125,10,8,0.009685230024213076,1_44_
1002800,1,"[[1265965, 1260363]]",1.1,6.0,335.5,2,2,0.002421307506053269,1_44_
1003001,2,"[[964114, 1261157], [1251892, 1251658]]",2.4575,11.625,824.75,6,4,0.004842615012106538,1_44_
1003100,3,"[[1251218, 976240, 977031], [1260633, 949311], [1252058, 988733]]",1.6561111111111109,8.194444444444445,516.5555555555555,14,7,0.007263922518159807,1_44_
1003200,3,"[[1996694, 1253140], [950596, 1252175, 954872], [965866, 1974329]]",1.976111111111111,10.055555555555555,712.3333333333334,8,7,0.007263922518159807,1_44_
1003300,3,"[[1248389, 962327], [1974167, 1966629], [1265502, 987929]]",1.3783333333333332,7.25,442.5,7,6,0.007263922518159807,1_44_
1003400,2,"[[1997002, 1273436], [959838, 1252770]]",1.6949999999999998,9.0,620.75,5,4,0.004842615012106538,1_44_
1003601,3,"[[958525, 956380], [1260754, 2080493], [988517, 989229, 951147]]",2.3516666666666666,10.777777777777779,742.5,9,7,0.007263922518159807,1_44_
1003700,3,"[[937621, 1260796], [952077, 952174], [1245274, 958163]]",0.9716666666666667,5.75,307.1666666666667,12,6,0.007263922518159807,1_44_
